,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,Track 9,Track 10,Track 11,Track 12,Track 13,Track 14,Track 15,Track 16,Track 17,Track 18,Track 19,Track 20,Track21,Track 22,Track 23,Track 24,Track 25,SpecLabel,GenLabel
1940,2540000,1180000,499,0.00539,8.74E-19,1,0.0206,92200,1940,143,185,1210,0.176,0.348,669,0.0072,0,0.484,0,0,87.8,185,0,4,12.7,0,0
1950,2390000,1030000,0,0,2.91E-06,0,0.0215,83800,1840,122,45.2,0,0.205,0,475,0.00564,95,0.507,0,0.0798,0,161,1.13,4,4.22,0,0
1960,2360000,1060000,0,0,2.95E-18,1,0.0243,79400,1970,126,176,0,0.17,0,615,0.00768,0,0.494,0,0.0518,318,174,0,4,2.73,0,0
1970,1940000,852000,0,0,9.47E-19,0,0.0217,65900,1460,79.8,65.6,0,0.108,0,658,0.00989,98.6,0.448,0,0,0,121,1.5,4,5.53,0,0
1980,2350000,1060000,0,0,0,0,0.0207,90100,1900,84,13.3,0,0.164,0,428,0.00473,0,0.716,0,0,359,161,0,4,4.22,0,0
1990,2340000,1110000,0,0,0,1,0.0197,71000,1430,101,82.9,223,0.153,0.566,560,0.00783,0,0.398,0,0.0398,0,242,0,4,4.39,0,0
2000,2740000,1330000,0,0,8.96E-19,1,0.024,71500,1760,149,68.7,49.1,0.182,0.831,673,0.00933,0,0.479,0,0.0412,37,198,0,4,3.33,0,0
2010,2590000,1360000,0,0,2.7E-18,0,0.0249,99200,2530,93.7,178,0,0.124,0,663,0.00664,54.4,0.813,0,0,227,162,0.548,4,7.91,0,0
2020,2370000,1070000,0,0,2.43E-18,0,0.0218,93100,2070,110,66.4,0,0.119,0,818,0.00871,39.4,0.433,0,0.0203,0,160,0.423,4,5.32,0,0
2030,2370000,992000,0,0,1.04E-05,1,0.0216,78400,1730,103,82.1,0,0.159,0,542,0.00687,0,0.989,0,0,144,106,0,4,3,0,0
2040,2190000,905000,623,0.00765,9.2E-19,0,0.0192,80700,1580,121,4.84,0,0.178,0,560,0.00689,0,0.819,0,0,0,110,0,4,9.51,0,0
2050,2570000,1030000,203,0.00155,3.38E-06,1,0.0176,130000,2330,167,41.4,77.2,0.133,0.655,1090,0.00832,0,0.486,0,0.0135,55.5,236,0,4,3.11,0,0
2060,2020000,789000,0,0,9.01E-19,0,0.0155,96700,1530,91.6,179,2270,0.179,0.219,420,0.00432,3.51,0.333,0.0151,0,124,111,0.0363,4,6.07,0,0
2070,2040000,865000,0,0,2.3E-18,0,0.0233,80900,1930,122,72.1,10.3,0.125,0.961,849,0.0104,0,0.52,0,0,0,72.2,0,4,83.4,0,0
2080,1910000,751000,3.48,4.75E-05,0,0,0.0197,73200,1480,94.7,25.2,327,0.0742,0.215,1180,0.0159,45.3,0.781,0.58,0.0633,0,42.4,0.619,4,0,0,0
2090,2090000,789000,0,0,2.99E-18,0,0.0144,90600,1320,111,49.2,0,0.192,0,468,0.00514,0,0.422,0,0.141,202,204,0,4,0,0,0
2100,2660000,1140000,281,0.00336,0,0,0.0242,83200,2060,167,45.9,137,0.17,0.545,814,0.00968,36.2,0.634,0.726,0.0261,72.4,129,0.434,4,4.8,0,0
2110,2590000,1120000,0,0,2.36E-18,0,0.0148,98500,1480,128,145,0,0.226,0,439,0.00443,34.3,0.518,0,0.0106,0,141,0.349,4,2.95,0,0
2120,2560000,1010000,0,0,3.35E-05,0,0.0153,111000,1730,90.6,31.9,103,0.109,0.525,743,0.00664,0,0.864,0,0.00474,169,87.8,0,4,5.6,0,0
2130,2660000,1100000,18.1,0.000188,1.93E-18,0,0.0188,96600,1850,97.8,156,0,0.187,0,426,0.00439,0,0.509,0,0,0,165,0,4,3.92,0,0
2140,2560000,1060000,68.3,0.000769,1.63E-18,0,0.0172,88700,1550,91.7,85.1,0,0.191,0,389,0.00437,0,0.492,0,0,0,189,0,4,3.39,0,0
2150,5440000,874000,0,0,2.66E-18,3,0.0219,55000,1230,88.7,43.1,0,0.186,0,387,0.00699,220,0.518,0,0,203,93.4,3.98,12,12.5,0,0
2160,3890000,1030000,795,0.00745,2.31E-06,4,0.0116,106000,1250,278,18,0,0.326,0,575,0.0054,78,0.462,0,0.0361,59.1,137,0.736,4,4.12,0,0
2170,3230000,835000,0,0,4.85E-05,2,0.0123,110000,1360,94.4,82.5,621,0.173,0.325,450,0.00409,0,0.589,0,0,158,186,0,4,10.5,0,0
2180,3050000,739000,0,0,2.05E-05,2,0.00825,98900,823,86.8,124,0,0.261,0,246,0.00248,124,0.344,0,0.152,187,81.1,1.25,4,39.1,0,0
2190,2160000,836000,158,0.00164,2.95E-18,0,0.011,96400,1070,112,90.9,273,0.17,0.547,544,0.00562,1.54,0.871,0.0547,0,0,133,0.016,4,7.7,0,0
2200,2070000,815000,0,0,6.15E-06,1,0.0131,88500,1180,108,98.6,0,0.21,0,406,0.00456,0,0.368,0,0,0,101,0,4,0,0,0
2210,2370000,934000,91.1,0.000831,1.78E-18,0,0.00976,110000,1080,55.4,12.2,462,0.0982,0.0879,509,0.00462,0,0.62,0,0.00148,60.5,77.5,0,4,8.14,0,0
2220,2140000,852000,0,0,1.41E-18,0,0.0172,111000,1950,96.9,107,0,0.107,0,811,0.00722,0,0.395,0,0.0149,157,125,0,4,11.3,0,0
2230,2140000,898000,0,0,2.76E-18,0,0.0152,102000,1570,115,0,0,0.155,0,624,0.0061,0,0.51,0,0.0181,19.7,119,0,4,0,0,0
2240,2190000,953000,0,0,2.66E-18,0,0.0127,120000,1540,101,0,0,0.116,0,771,0.00639,0,0.449,0,0,85,145,0,4,6.62,0,0
2250,2040000,805000,0,0,0,0,0.0112,112000,1260,94.7,0,508,0.251,0,282,0.00252,0,0.239,0,0,355,53.6,0,4,0,0,0
2260,8650000,924000,19000,0.158,3.72E-05,5,0.0153,102000,1580,110,0,0,0.151,0,616,0.00602,0,0.401,0,0,475,172,0,4,5.52,0,0
2270,2020000,843000,92,0.000793,2.64E-18,0,0.0158,116000,1860,72,67.7,791,0.205,0.24,279,0.0024,6.38,0.305,0.0782,0,0,171,0.0551,4,0,0,0
2280,2370000,828000,0,0,1.74E-18,0,0.0127,170000,2180,97.2,4.23,0,0.108,0,800,0.00469,0,0.609,0,0,0,134,0,4,0,1,1
2290,2240000,873000,0,0,1.85E-18,0,0.016,118000,1930,105,48.7,344,0.203,0.344,411,0.00346,0,0.411,0,0.0541,154,90,0,4,21.9,0,0
2300,2320000,849000,0,0,2.65E-18,1,0.0132,115000,1530,72.1,65.6,0,0.0798,0,832,0.00719,0,0.63,0,0.0202,149,134,0,4,1.87,0,0
